,Polygon,Overpass
586,"['105.8140198605174,-9.917627161487957', '104.5283266227179,-9.630920221633327', '104.2775846182152,-10.72220473473823', '105.5680182525782,-11.00964864346644', '106.8610622396971,-11.29165831979897', '107.102047106569,-10.1994530923787', '105.8140198605174,-9.917627161487957']",2020-04-09
587,"['122.950474852046,75.25149561461583', '118.6040637303324,75.98885966842383', '112.0615596542711,72.85610462749675', '107.4332959513783,69.58827341593916', '103.9685070173516,66.24015338453587', '101.2510882472514,62.8405379977481', '99.03740810231287,59.40572626630367', '97.17707912626231,55.94554316600279', '95.5728422222336,52.46623571027929', '94.15920918948473,48.97196661845162', '92.89051047625213,45.46563265885244', '91.73396081835848,41.94933217706213', '90.665329806938,38.42465456368566', '89.66627926024046,34.89285533633379', '88.72260934161965,31.35497032540572', '87.82308153698406,27.81189095746084', '86.9586074106153,24.26441478603354', '86.12167508008344,20.7132798098804', '85.72866545618639,19.01125537564499', '87.06352488420333,18.72859136062872', '88.39366167250981,18.43654550128455', '88.81456846845633,20.13610910543167', '89.71960586120073,23.68104445794062', '90.66673576559188,27.2206739720321', '91.66527309640323,30.75394383267959', '92.72660023657801,34.27965255619355', '93.86487367488731,37.79639059960176', '95.09801583988896,41.30245294877074', '96.44913737364009,44.79571087437112', '97.94862301148571,48.27342034405088', '99.63724720314966,51.73193121727845', '101.5710470555389,55.16622330271851', '103.8289339118141,58.56916525354714', '106.5251493493518,61.93026557501752', '109.830087263426,65.23349307400227', '114.0057774476563,68.45331208733828', '119.4661245546154,71.54717970762023', '126.8717032464453,74.44099651052291', '122.950474852046,75.25149561461583']",2020-04-09
588,"['69.82412300298822,-48.09904693554891', '67.93275622915887,-47.73090703181011', '66.85063404572072,-50.03704819194601', '68.82852087798061,-50.41789986503831', '70.83760475576179,-50.76478876860375', '71.74214137960725,-48.43580764127642', '69.82412300298822,-48.09904693554891']",2020-04-09
589,"['110.744190013045,78.48844028934512', '106.0137268985039,79.4319306369642', '95.17195978563713,76.62477053853392', '88.07543086400574,73.53207094546116', '83.12105609969301,70.2869343748166', '79.45306443214038,66.9527899055535', '76.60220518853841,63.56240389727893', '74.29692972701022,60.13405358174659', '72.37138844315275,56.67862207135996', '70.71931530540667,53.20295603123027', '69.26973357037737,49.71157430056681', '67.97350448757079,46.20759252821154', '66.79552668900273,42.69325089052639', '65.7100214600602,39.17022917538359', '64.69757665255668,35.63984218414981', '63.74323170244533,32.10316477931124', '62.83518539193296,28.56111473219335', '61.9639668351061,25.01450514515082', '61.81122199919343,24.37894281468155', '63.1962033516,24.09332741037881', '64.57464448799449,23.79534704599351', '64.74116446322526,24.42962340521775', '65.69832624912387,27.96800069746415', '66.70910961556535,31.49977828117729', '67.78540673302189,35.0237169922753', '68.94208227001253,38.53835306882333', '70.1980183894571,42.0419044278963', '71.57766085965955,45.53213105527456', '73.11328756243435,49.00612588590503', '74.84843404413306,52.45999356240481', '76.84320237630409,55.88834302884002', '79.18271762196591,59.28345988683154', '81.99097918718879,62.63390644072864', '85.45413668261212,65.92205716620131', '89.86022478868263,69.11957776396484', '95.66616707864966,72.1788050199329', '103.599351220626,75.01601039054643', '114.7439326103442,77.48053200042753', '110.744190013045,78.48844028934512']",2020-04-09
590,"['56.78151932266702,-3.996734539694304', '55.51294082848465,-3.713229184514242', '55.2214789153146,-5.019617666974785', '56.49261760033676,-5.303720019603259', '57.76497589553451,-5.585236434570753', '58.05101305681082,-4.278294733560608', '56.78151932266702,-3.996734539694304']",2020-04-09
591,"['54.2614661566854,-15.19854867714083', '52.94804218443529,-14.90780665806122', '52.68746082986444,-15.99744360067373', '54.00817015281591,-16.28917649783071', '55.33292738571733,-16.57272470263299', '55.57862480533055,-15.48168598411431', '54.2614661566854,-15.19854867714083']",2020-04-09
592,"['103.0897860526704,80.58563830385822', '99.26124321860252,81.75425360307489', '81.56626908693559,79.56847317191743', '70.4596105491743,76.78264182551519', '63.21331354136638,73.70085616297726', '58.1713957106385,70.46183155578567', '54.44930024633788,67.13140763917242', '51.56316123941191,63.74345581518802', '49.23380162216406,60.31679770479725', '47.29119026378481,56.86260344554385', '45.62661675108831,53.38788327299297', '44.16765890808333,49.89724920245928', '42.86425960976699,46.39387484376415', '41.68071040714673,42.88003764928414', '40.59082333826405,39.35744152608343', '39.57490321784444,35.82741709276792', '38.61778948390829,32.29104964033107', '37.70755174246742,28.74926301427493', '36.83459687204922,25.20287568451775', '35.99104195901318,21.65263873003977', '35.17026249035326,18.09926176947868', '34.36655024159549,14.54343123032879', '33.57488787443815,10.98582067145642', '32.79071725859915,7.427100758644116', '32.00978783053594,3.867944204258142', '31.22801640561531,0.3090297397319938', '30.44136004220832,-3.248954708841134', '29.64569343452248,-6.805308912556506', '28.8366829346184,-10.35931658491816', '28.009649073828,-13.91024021764505', '27.15940831493068,-17.45731362477577', '26.28008385852498,-20.99973094355851', '25.36486886184107,-24.53663120854252', '24.40571237317148,-28.0670764950448', '23.39292319102442,-31.59001892824156', '22.42749407326995,-34.74787944753786', '23.97869907310136,-35.06921114790177', '25.54215751476162,-35.37071039204822', '26.39462839743236,-32.20076460580068', '27.30009085453768,-28.66671119080473', '28.16894097111389,-25.1272060467641', '29.00893301029254,-21.58296004596543', '29.82660207943685,-18.03464868936687', '30.62756810563515,-14.48292944448849', '31.4168017715942,-10.92845367648004', '32.19882043358222,-7.37187460258405', '32.977845343563,-3.813852796761017', '33.75794012123112,-0.2550601144436526', '34.54313690181719,3.30381717082708', '35.33755858812706,6.862075298505994', '36.14554506878711,10.41898930790703', '36.97179157812492,13.97380791340457', '37.82150857125942,17.52574607359213', '38.70061055052965,21.07397421120074', '39.61596769726469,24.61760243241902', '40.57571065957916,28.15565790044353', '41.58964441902874,31.68705249180269', '42.66980645013183,35.21053651896102', '43.83123805465453,38.7246322057936', '45.09307307250623,42.22753709721002', '46.48010819990858,45.71698173167298', '48.02512023635217,49.19001583350815', '49.77236991540871,52.64267941965724', '51.78303349010413,56.06948326288291', '54.14387438044415,59.4625594123266', '56.98151268087991,62.81021474801828', '60.48631902666234,66.09439402220703', '64.95332549087127,69.2860015321961', '70.85100065876274,72.33597331200043', '78.9242581449583,75.15795847647554', '90.27510538863028,77.5965584200199', '106.0688195886118,79.38522819981574', '103.0897860526704,80.58563830385822']",2020-04-09
593,"['102.1640909629625,81.4789779705677', '101.9120167441673,82.78606134371719', '75.67492489251831,81.87371712078097', '57.39870461047424,79.74947521137065', '49.21107246695765,77.96509053313531', '53.84922757389596,77.12297111333345', '57.90400878521461,76.20965554949368', '66.0696717399638,77.74969254701146', '82.20201428445833,79.47855321297439', '102.3494825825765,80.17218716112569', '102.1640909629625,81.4789779705677']",2020-04-09
594,"['38.13273198943377,70.96855222532888', '34.49377617305333,71.55124111615982', '30.40090465389375,68.24636053962337', '27.27526597704494,64.87491397836705', '24.78374058912469,61.45960428496544', '22.72695916004808,58.01362996547875', '20.97941219099942,54.54512885601853', '19.45853982107282,51.05937700620233', '18.10796732881503,47.55994989989267', '16.88786934253003,44.04937912510676', '15.7692981669086,40.52953233916762', '14.73065907153391,37.00184724831033', '13.75545456345847,33.46747965022071', '12.83079593931029,29.92739972386124', '11.94639339113437,26.38245602030086', '11.09385271895806,22.83341865020115', '10.26617305613219,19.28100870306731', '9.457373379575987,15.72591870057322', '8.6622298516524,12.16882551356943', '7.876052012302772,8.610399992971471', '7.094503507744803,5.051313668899384', '6.31346006605748,1.49224289564315', '5.774660196433501,-0.954372784089383', '7.040072454834636,-1.236812836637167', '8.305766418670451,-1.518652493969071', '8.843413980778685,0.9282346674827494', '9.631212349129458,4.486985147188893', '10.42964802760701,8.044877999936542', '11.24316284802091,11.6011801743708', '12.07660423742848,15.15513012858449', '12.93539324693337,18.70592941446842', '13.82573224028905,22.25273045137037', '14.75487183629815,25.79461868311199', '15.73144748425053,29.33058711557663', '16.76593565992205,32.8594998839445', '17.87127391640999,36.3800400826587', '19.06372383433056,39.89063456102555', '20.36409771716007,43.38934425020518', '21.79954114546225,46.873701598959', '23.40618432057497,50.34046455252335', '25.23318520856602,53.7852347429114', '27.3490434784949,57.20184948219052', '29.85183562027476,60.58136818143286', '32.88606755837862,63.91034173612145', '36.67124892625234,67.16771433939604', '41.55072396553523,70.31904535685446', '38.13273198943377,70.96855222532888']",2020-04-09
595,"['80.28314716825342,81.47723308792396', '80.61054483088046,82.78400907220384', '53.64507422853714,82.08366642169167', '34.2361984612,80.08505459073747', '22.01854449525353,77.3905832150369', '14.14322845926047,74.35504527662921', '13.89086469151727,74.23049856280186', '17.94571386800388,73.56484763307738', '21.67645704806366,72.82764346496091', '21.96362535803623,72.94291158300655', '30.61379360474277,75.70132861436589', '42.80340707155006,78.03148492193408', '59.57518641014775,79.64123591160272', '80.04232680769911,80.17066736294899', '80.28314716825342,81.47723308792396']",2020-04-09
596,"['12.88023908512662,70.92114006941384', '9.248314486769425,71.50254815932911', '5.173345523507142,68.19643303188056', '2.059177726252234,64.82419713987272', '-0.4246332953422348,61.40834947589122', '-2.47601380731621,57.96198831650071', '-4.219642582001102,54.49319531855516', '-5.737580625639988,51.00721384811134', '-7.085933777484241,47.50760298733192', '-8.304331070631308,43.99688182870434', '-9.421570124507442,40.47690868544748', '-10.45915552821121,36.9491161634969', '-11.43352154281571,33.41465671036196', '-12.3575116695206,29.87449830680119', '-13.24138292005173,26.32948807755209', '-14.09350545425154,22.78039523010186', '-14.92086243718392,19.22794030713324', '-15.72941645497089,15.67281517791266', '-16.52438564785314,12.11569667194946', '-17.09906255207347,9.517178856729958', '-15.8182107450612,9.236446794990146', '-14.53950879856848,8.951206989065856', '-13.94394374230308,11.54809059059925', '-13.11083909568313,15.10208142878056', '-12.25247376977655,18.65293387918619', '-11.36265641979889,22.19980117942562', '-10.43415545865108,25.74176992549977', '-9.458359117766548,29.27783472422569', '-8.424822446928408,32.80686195375657', '-7.320650215031479,36.32753787423846', '-6.129638338202291,39.83829383811872', '-4.831053800780691,43.33719724448008', '-3.397862312312645,46.82178994921316', '-1.794104971882383,50.28884505835418', '0.02914232298661528,53.73398559343925', '2.140051119757189,57.15107870319409', '4.636148587544275,60.53123592270556', '7.661068345698031,63.86109441649963', '11.4329050759051,67.11974533642733', '16.29265429104662,70.27301153942113', '12.88023908512662,70.92114006941384']",2020-04-09
597,"['-33.6525009072629,-54.12248770472002', '-35.79188585185209,-53.71705430633119', '-36.77821460672181,-55.38042930498501', '-34.55465707815458,-55.79911308826324', '-32.28447805854477,-56.17694161122724', '-31.47223311140341,-54.48936360417659', '-33.6525009072629,-54.12248770472002']",2020-04-09
598,"['53.88376165286874,81.48103938492926', '53.99584851951228,82.78848560734204', '27.28199662235739,82.00831453197414', '8.297886527792876,79.96164440951876', '1.976233110688055,78.73561176383325', '6.686843535535132,77.84328348806412', '10.73884130035593,76.88250748832681', '16.90881972803955,77.92818395435768', '33.44387402495576,79.58304702463327', '53.8013383062256,80.17398172722702', '53.88376165286874,81.48103938492926']",2020-04-09
599,"['-10.18487252334471,72.12658337040296', '-14.00211036694511,72.74293945685324', '-15.85310086471793,71.55314730589427', '-12.21386946021284,70.97040813268208', '-8.795659081493824,70.32084717095211', '-6.628392799480507,71.44111327884099', '-10.18487252334471,72.12658337040296']",2020-04-09
600,"['-17.04570696211639,67.47974050083595', '-20.22306356507413,67.98423592595839', '-23.28926401680098,64.60869710348688', '-24.15345860951428,63.48660783083166', '-21.42206618528977,63.04875967098455', '-18.77697194799741,62.56007527324767', '-17.72495680782493,63.65176860278061', '-14.0089965874119,66.91577021676163', '-17.04570696211639,67.47974050083595']",2020-04-09
601,"['-32.38711956256567,41.82014072958819', '-34.08255312935449,42.13182391004674', '-35.15523587312258,38.60754658587247', '-35.30868787021647,38.08166986287964', '-33.70925726174192,37.77901912060099', '-32.12372309066456,37.4550138827529', '-31.94782788670992,37.97841189405413', '-30.70919782417996,41.48386765401793', '-32.38711956256567,41.82014072958819']",2020-04-09
602,"['-43.2704487626534,-1.059015057191226', '-44.53575904047373,-0.7766348482749268', '-45.32472019585059,-4.334197035002567', '-46.12398667597359,-7.889912185490293', '-46.93798098143382,-11.44305780560531', '-47.77151690946675,-14.99288910277471', '-48.62996782245727,-18.53862921466624', '-49.51946833891269,-22.07945758630303', '-50.44717045268297,-25.61449249256543', '-51.42157578216236,-29.14276605411087', '-52.45297725254056,-32.6631886416822', '-52.8245917158776,-33.87680283593172', '-51.28953557073159,-34.19603566338815', '-49.74280350998319,-34.4960760725081', '-49.4147784776214,-33.27779565023396', '-48.49635590313896,-29.74555558227741', '-47.61722020251491,-26.20763618074842', '-46.76916181171629,-22.6647637183033', '-45.94531763599733,-19.1176223864444', '-45.13981531379479,-15.56687373721892', '-44.34750439426308,-12.01316998576745', '-43.56374660435724,-8.457163069600272', '-42.78424181504374,-4.899510783295241', '-42.00489732161162,-1.340881237674986', '-43.2704487626534,-1.059015057191226']",2020-04-09
603,"['-57.28458630744112,-50.94703478055287', '-59.28368407445209,-50.56301783802677', '-60.59881309259099,-53.06281584260441', '-58.4905030224739,-53.46343379195602', '-56.34330403747526,-53.82635824401285', '-55.25311184892174,-51.29646973629658', '-57.28458630744112,-50.94703478055287']",2020-04-09
604,"['28.54996478635913,81.48075439330984', '28.63407588873543,82.78815060613286', '2.688716133235774,82.04579190697621', '6.112199849659428,80.84105404308843', '8.73809067549317,79.61201612119584', '28.48811568626941,80.17373391924549', '28.54996478635913,81.48075439330984']",2020-04-09
605,"['-5.792347794351764,79.82053605193967', '-10.25445674125563,80.89410811099279', '-24.66122137140203,78.38987962541174', '-33.79103812456911,75.44872884246506', '-39.91725334432442,72.2861845648185', '-44.29781341869312,69.00118371519584', '-47.60660918118413,65.64233801140497', '-50.22064714501683,62.23555369340966', '-51.47025285067949,60.30906352773045', '-48.98380131515755,59.90477442465824', '-46.56121200853225,59.45498048921677', '-45.03893004322042,61.33975258509408', '-41.85743785465979,64.65472611322262', '-37.86043268009818,67.8917629152329', '-32.66671591362641,71.0121203735639', '-25.66761181950963,73.94881852703519', '-15.91918452116168,76.58194478673661', '-2.191340537348578,78.69843038987909', '-5.792347794351764,79.82053605193967']",2020-04-09
606,"['-52.97713624683006,53.04226352076835', '-55.06864856874988,53.39694995619386', '-56.52806760285324,49.90635256344345', '-57.82054668901734,46.43493894163104', '-55.99995951519281,46.11055982295271', '-54.20210294016113,45.75772783562913', '-52.66991954376639,49.19903106819541', '-50.92207346873795,52.65163541274409', '-52.97713624683006,53.04226352076835']",2020-04-09
607,"['-63.76361852071243,19.65844808412427', '-65.10606411607526,19.94151429304268', '-65.91796064898001,16.38687107340337', '-66.71527152277426,12.83009926644458', '-67.50277661974896,9.271870521840373', '-68.28486719629764,5.712855904033354', '-69.065696691404,2.153730589698707', '-69.84931348951865,-1.404822638246382', '-70.63978486795485,-4.962110336164561', '-71.44132024424494,-8.517425070771731', '-72.2584014957953,-12.07004099470902', '-73.09592720560681,-15.61920743671955', '-73.70283224977155,-18.12383538533668', '-72.36626827916668,-18.41767587683977', '-71.02501476801189,-18.70217858578305', '-70.45575750947477,-16.19398930008311', '-69.66146739060064,-12.64075998089687', '-68.87651368896694,-9.085112052060516', '-68.09655855418978,-5.527702019090234', '-67.31747986376686,-1.969195899313216', '-66.53524561702149,1.589727344009312', '-65.74579194717973,5.148372778973687', '-64.94489979706323,8.706026193035571', '-64.12806348311321,12.26194975007855', '-63.29034246626327,15.81537579316919', '-62.42618591850871,19.36549779874211', '-63.76361852071243,19.65844808412427']",2020-04-09
608,"['-8.971190604030717,81.30217088455838', '-10.98771079893099,82.57895967596036', '-34.03194571019802,81.05576470827137', '-48.96319461924343,78.59941217093079', '-58.39892607167877,75.68174305680537', '-64.6991714283968,72.53162253296841', '-69.18358887610309,69.25381473880138', '-72.55797557765048,65.89947961757041', '-75.21558788217212,62.49571968355852', '-77.38796078299576,59.05798210181098', '-79.21873098327747,55.59563217043957', '-80.80119522022591,52.11465426925153', '-82.19840498887447,48.61905366515592', '-83.45446029317114,45.11162853267252', '-84.60114770147399,41.59441718689953', '-85.66202097841125,38.06896973525812', '-86.65490828053578,34.5365134015971', '-87.59366515676202,30.99806658314282', '-88.48928151518857,27.45450930686068', '-89.35066411152319,23.90663180738367', '-90.18519115637228,20.35516754671389', '-90.99911551643289,16.80081577177084', '-91.7694478016176,13.37173063401601', '-90.47157249010971,13.09065666433606', '-89.17682197849666,12.8031420283998', '-88.36603857852504,16.2288574866275', '-87.49841017670742,19.77854024050696', '-86.59716220683903,23.32395632643448', '-85.65466661120199,26.86416633125472', '-84.66178571183271,30.39812872125524', '-83.60737368584307,33.92465924836611', '-82.47759286463405,37.44237273597488', '-81.25495614124908,40.94959890957669', '-79.91697235891685,44.44426045541778', '-78.43409937570931,47.92368594620958', '-76.76677851202481,51.38433234896925', '-74.86080602708938,54.82134577744425', '-72.6400423918038,58.2278537048977', '-69.99457312369245,61.5937817598743', '-66.76096165099708,64.90379722785414', '-62.68863622414297,68.13358336624619', '-57.38269239519741,71.24281450246947', '-50.21259784534833,74.16154781946199', '-40.20633664772343,76.7643747351362', '-26.13051477510036,78.82938211315836', '-7.469252301368434,80.01788096693147', '-8.971190604030717,81.30217088455838']",2020-04-09
609,"['-92.89439467991919,2.238607070822498', '-94.16008496745295,2.520070568645057', '-94.94322849098211,-1.038573522504282', '-95.01310187772975,-1.354889278700974', '-93.74741791442374,-1.637467765669083', '-92.48136080547795,-1.91925115308265', '-92.41200407701598,-1.602869204133869', '-91.62921415618116,1.956057846756663', '-92.89439467991919,2.238607070822498']",2020-04-09
610,"['-21.88217545794933,81.48057716595589', '-21.8125787719834,82.78794227402612', '-48.47407849556817,81.99307069618909', '-67.37489398158891,79.93711462087853', '-79.25536618168947,77.21458331495212', '-86.93952632040688,74.16492127052403', '-92.23605996752562,70.9437232907846', '-96.11472384300026,67.62407791824749', '-99.10249724701512,64.24313628663053', '-101.500957467062,60.82132424177704', '-103.4923820523063,57.37065596240785', '-105.192509758885,53.89861191323409', '-106.6780425988279,50.41008427432519', '-108.0017253940342,46.90841753567856', '-109.2010350879183,43.39599797908482', '-110.3033044724016,39.87459655549169', '-111.329038844578,36.34558933413992', '-112.2939700523693,32.81009154616363', '-113.2104386272397,29.26904670659081', '-114.0883361991142,25.72328603911345', '-114.4662126220923,24.15481480720196', '-113.0836415848423,23.8693549601077', '-111.707527142499,23.57165916379271', '-111.2952111575724,25.13690547566583', '-110.328178868027,28.67405534112159', '-109.3053449031959,32.2043724207936', '-108.2142856407111,35.72657829653957', '-107.0394369042104,39.23915446639393', '-105.7609467429049,42.74024020802385', '-104.3530153114681,46.22748169456713', '-102.7814552768075,49.6978065477688', '-100.9999104766319,53.14706794872798', '-98.94408805902411,56.56949059159916', '-96.52243349922642,59.95675316002682', '-93.60079471680518,63.29642606267504', '-89.97654010128969,66.56919833641524', '-85.33432644657272,69.74374659640178', '-79.17228417872049,72.76689704864089', '-70.69552794043203,75.5445729245786', '-58.75610051463656,77.90760516787894', '-42.26789389896109,79.57124807598196', '-21.93334964099077,80.17357980141154', '-21.88217545794933,81.48057716595589']",2020-04-09
611,"['-124.1334953299519,-24.2352939033097', '-125.5252589307883,-23.93435767150886', '-125.8124630164825,-25.0198664677943', '-124.4082837696686,-25.32237825710672', '-122.9969637115562,-25.61157286798541', '-122.7350231848519,-24.52356779404275', '-124.1334953299519,-24.2352939033097']",2020-04-09
612,"['-27.05551207785103,80.93353770979229', '-23.82222305226146,82.15198520803438', '-51.00348710643292,82.77565471567108', '-76.83394389139599,81.76428510731928', '-94.57616509779221,79.58343683708067', '-105.7125144653808,76.80000583047914', '-112.9755974328618,73.71944525375378', '-118.0273109301563,70.48110486148327', '-121.7554539483075,67.15109698561417', '-124.6455324767911,63.76341705583558', '-126.977578444335,60.33694768731761', '-128.9221101574194,56.88289293695982', '-130.5880796216038,53.40827824210597', '-131.9085880347675,50.27043083467418', '-129.9510616818112,49.93116661121604', '-128.0227497929478,49.55954322291204', '-126.4404771640875,52.66282530761849', '-124.4280425826474,56.08945704924016', '-122.06481549931,59.48230448888133', '-119.2239040246572,62.82964871111794', '-115.7144532918216,66.11338481802338', '-111.2406492599744,69.30433188569363', '-105.3327343625259,72.35326909097032', '-97.24384119761137,75.17355061049371', '-85.87002658656843,77.60924750239464', '-70.04850934521176,79.39308535057903', '-50.08246045303372,80.16448035233422', '-29.52188106631276,79.69379792848309', '-27.05551207785103,80.93353770979229']",2020-04-09
613,"['-146.7770117083143,-13.634098615356', '-148.0809357256982,-13.34467977731022', '-148.9271049656457,-16.8924194100777', '-149.2581273849817,-18.24940048291445', '-147.9205582947947,-18.54337291114556', '-146.5782603957563,-18.8279385291615', '-146.2685624763118,-17.46893536504595', '-145.4697863651981,-13.91673330478174', '-146.7770117083143,-13.634098615356']",2020-04-09
614,"['-148.9258762180926,-22.69941771509659', '-150.3012784953516,-22.40056396075602', '-150.6385027904832,-23.69950494908504', '-149.2493342321496,-24.00011152876129', '-147.8535480175324,-24.2881959152971', '-147.5443431847991,-22.9865147158928', '-148.9258762180926,-22.69941771509659']",2020-04-09
615,"['-72.18243972176815,81.48068536174988', '-72.1041535505383,82.78806945915382', '-98.77641386281212,81.99619482042473', '-117.6942684407518,79.94213728132495', '-129.5859173181849,77.22053095257199', '-134.2272715118484,75.55792053517098', '-129.9520964029164,74.83972039217662', '-126.074232551023,74.04857843457637', '-121.0248440029468,75.54987773273702', '-109.0770627806813,77.91182006121593', '-92.57926318233062,79.57366700162284', '-72.24000481015496,80.17367388972241', '-72.18243972176815,81.48068536174988']",2020-04-09
616,"['-137.859506241035,71.10840462392451', '-141.519314814909,71.69491374588374', '-145.66587528929,68.39374053168883', '-148.8258683331493,65.02465960154679', '-151.3404713932683,61.6109592171083', '-153.4133944523308,58.16614003006708', '-154.6668427734585,55.75159050649047', '-152.4581023053553,55.38279359240157', '-150.2929432604179,54.97507609727431', '-148.7733912349564,57.3517672477549', '-146.2506214101196,60.72938100797332', '-143.1885781866685,64.05571073155339', '-139.3635086607231,67.30925877256482', '-134.4250253247342,70.4547915030725', '-137.859506241035,71.10840462392451']",2020-04-09
617,"['-171.544047120075,-11.84473533734889', '-172.8384470655445,-11.55669502916728', '-173.6726941553311,-15.10640805755122', '-174.5320411953101,-18.65200434872138', '-175.3594604621594,-21.94623251122249', '-173.9886508757619,-22.24449983982275', '-172.6118748649823,-22.53127455808909', '-171.8454986071467,-19.23117786062241', '-171.0394854368522,-15.68053450257386', '-170.2468213422447,-12.1269151853164', '-171.544047120075,-11.84473533734889']",2020-04-09
618,"['-97.45797338767383,81.48045811670944', '-97.3974062569461,82.78780233021756', '-111.0860109221135,82.59712670406206', '-109.1517662330348,81.31773476366624', '-107.7126621832585,80.03149499759626', '-97.5025063853531,80.17347627264783', '-97.45797338767383,81.48045811670944']",2020-04-09
619,"['-159.8342858449241,72.84062455403347', '-163.7674819009089,73.48029612626328', '-168.6955220933793,70.23332262877413', '-172.3471581617428,66.89805125228256', '-175.1873101148968,63.50692409993265', '-177.4852869384914,60.07806027910778', '-179.4056628341608,56.62225421474899', '-181.0539576077374,53.14630212113816', '-181.9172504546941,51.11516918608297', '-179.9257091506968,50.77206546918754', '-177.9651315061859,50.39567305747034', '-176.9299091966161,52.40402095794453', '-174.9399546924388,55.8328384882321', '-172.6068994870562,59.22857344013577', '-169.8075413189361,62.57986620556108', '-166.3570142840995,65.86922282048629', '-161.9693578140627,69.06853305652437', '-156.1910983104382,72.13054837581356', '-159.8342858449241,72.84062455403347']",2020-04-09
620,"['169.3458143996716,15.33877620215636', '168.0349803029679,15.62031899734098', '167.2401748362262,12.0631762007714', '166.4542000761495,8.504720979927525', '165.6727280513649,4.945624932152904', '165.6624465561594,4.898762672087893', '166.9310794953034,4.617735042178705', '168.1986566219096,4.334465760511663', '168.2090835814621,4.381318980283774', '169.0071428716587,7.939247741249394', '169.8201426373473,11.49560795316133', '170.6529159441185,15.04963905133665', '169.3458143996716,15.33877620215636']",2020-04-09
621,"['165.9790281537601,0.2973090745360851', '164.7140778792968,0.5792684391981848', '164.4732768798803,-0.5137805900730358', '165.7384617137538,-0.7960744718295345', '167.0038277891154,-1.07798200725708', '167.2439107798431,0.01520549271484975', '165.9790281537601,0.2973090745360851']",2020-04-09
622,"['164.1494866954521,-7.98168631747133', '162.8709630038802,-7.696169627499369', '162.0578921984643,-11.24947467770775', '161.2255532246926,-14.79950673710193', '160.3686079389942,-18.34549089597363', '160.093656811718,-19.45737534931056', '161.4413033398841,-19.75266218837547', '162.7940651056084,-20.03787233620276', '163.0500483841925,-18.92417870970019', '163.8547119234305,-15.37325221773139', '164.6464464643715,-11.819406064153', '165.4298676302328,-8.263292404041605', '164.1494866954521,-7.98168631747133']",2020-04-09
623,"['171.9275903700346,71.19005386289912', '168.255505645243,71.7788227826584', '164.0770801053972,68.47984792697446', '160.8967404277606,65.11216604676464', '158.3684939301232,61.69941548189167', '156.28604207788,58.25527704806786', '154.5199539407027,54.78815307406877', '152.9853362907979,51.30347313056018', '151.6243181981567,47.80490937756454', '150.8131740108428,45.52541792682877', '152.605032160345,45.20403574791475', '154.3754136107498,44.85505898559882', '155.3323635608165,47.1166066104691', '156.9526223044984,50.58199226209801', '158.7972934946945,54.02502227696942', '160.9365786726871,57.43937599838439', '163.4711444648155,60.81586561848956', '166.549626465249,64.14063336354703', '170.3983012773221,67.39191846340519', '175.371746524854,70.53401424913609', '171.9275903700346,71.19005386289912']",2020-04-10
624,"['143.9241144883129,14.26856495642261', '142.6197376751104,14.54985847865168', '142.3754903063894,13.45723873067291', '143.67381869163,13.17615054045916', '144.9689997620285,12.88857818674355', '145.2250522898779,13.98022910510946', '143.9241144883129,14.26856495642261']",2020-04-10
625,"['140.4957394506367,-1.104617506397987', '139.2304029029804,-0.8222219361563212', '138.4413367979374,-4.379764840563846', '137.6419110813064,-7.935451737189507', '136.8276978518563,-11.48856023415491', '135.9938770792049,-15.03834425701456', '135.1350687327077,-18.58402661819706', '134.245126612865,-22.12478638078371', '133.3168837451982,-25.6597409047848', '132.3418186566723,-29.1879210177034', '131.3096120159601,-32.70823525709147', '131.1525768871288,-33.22416470622815', '132.6759614140485,-33.54188680593838', '134.2106083907229,-33.84088767554801', '134.3493853257878,-33.32300973688823', '135.2683690871434,-29.79084734695763', '136.1479506852781,-26.25299597845708', '136.9963596918007,-22.71018258752584', '137.8204739392558,-19.16309175240465', '138.6261766005262,-15.61238520934496', '139.4186291776811,-12.05871519340931', '140.2024749806676,-8.502733586824599', '140.9820078849425,-4.945098183356047', '141.7613275583799,-1.386476896164664', '140.4957394506367,-1.104617506397987']",2020-04-10
